Part Number,Category,Description,Supplier Name,Margin %,Margin,Active Price,On Hand ,Qty Sold Last ,Qty Sold Last ,Qty Sold Last ,Qty Sold Last ,Qty Sold Last ,Qty Sold Last ,Qty Sold Last ,Qty Sold Last ,Qty Sold Last ,Qty Sold Last ,Months No ,Reorder Point
46632313074,PGC,FRAME SUPPORT,BMW Group Canada,76.73%,16.88,22,0,0,0,0,0,0,0,0,0,0,0,85,0
46632313083,PGC,CLIP,BMW Group Canada,60.03%,4.67,7.78,0,0,0,0,0,0,0,0,0,0,0,74,0
46632313457,PGC,COVERING FUEL TANK,BMW Group Canada,34.56%,6.75,19.53,0,0,0,0,0,0,0,0,0,0,0,95,0
46632313460,PGC,COVERING FUEL TANK,BMW Group Canada,34.56%,6.94,20.08,0,0,0,0,0,0,0,0,0,0,0,95,0
46632313466,PGC,WORM WHEEL,BMW Group Canada,64.96%,30.01,46.2,0,0,0,0,0,0,0,0,0,0,0,179,0
46632313539,PGC,RING COVER,BMW Group Canada,60%,4.32,7.2,0,0,0,0,0,0,0,0,0,1,2,53,0
46632313543,PGC,FRONT SUPPORTING PART,BMW Group Canada,28%,49,175,0,0,0,0,0,0,0,0,0,0,0,73,0
46632313595,PGC,CLIP,BMW Group Canada,60.61%,0.6,0.99,0,0,0,0,0,0,0,0,0,0,0,95,0
46632313658,PGC,WINDSHIELD,BMW Group Canada,36%,180,500,0,0,0,0,0,0,0,0,0,0,0,108,0
46632313663,PGC,FILLISTER-HEAD SCREW,BMW Group Canada,45.47%,8.48,18.65,0,0,0,0,0,0,0,0,0,0,0,95,0
46632313716,PGC,MIRROR,BMW Group Canada,24%,88.8,370,0,0,0,0,0,0,0,0,1,1,1,46,0
46632313783,PGC,L-SWINGING ARM,BMW Group Canada,66.83%,20.95,31.35,0,0,0,0,0,0,0,0,0,0,0,198,0
46632313790,PGC,ADJUSTER,BMW Group Canada,39.09%,322.84,825.99,0,0,0,0,0,0,0,0,0,0,0,201,0
46632313800,PGC,SPACER,BMW Group Canada,82.16%,39.09,47.58,0,0,0,0,0,0,0,0,0,0,0,201,0
46632313938,PGC,NOTCH CATCH,BMW Group Canada,60%,3.27,5.45,0,0,0,0,0,0,0,0,0,0,0,66,0
46632315312,PGC,PIPE CLAMP,BMW Group Canada,36.13%,18.85,52.17,0,0,0,0,0,0,0,0,0,0,0,164,0
46632316767,PGC,HOLDER,BMW Group Canada,81.59%,146.86,180,0,0,0,0,0,0,0,0,0,0,0,195,0
46632316978,PGC,INTERNAL COVER,BMW Group Canada,39.56%,72.78,183.99,0,0,0,0,0,0,0,0,0,0,0,201,0
46632324424,PGC,R-LATERAL TRIM PANEL,BMW Group Canada,49.03%,345.66,705,0,0,0,0,0,0,0,0,0,0,0,182,0
46632324694,PGC,FAIRING TOP,BMW Group Canada,49.51%,668.39,"1,350.00",0,0,0,0,0,0,0,0,0,0,0,201,0
46632324704,PGC,Mirror-Right,BMW Group Canada,38.03%,163.13,428.99,0,0,0,0,0,0,0,0,0,0,0,0,0
46632325773,PGC,MIRROR LEFT,BMW Group Canada,40.07%,224.41,560,0,0,0,0,0,0,0,0,0,0,0,150,0
46632325818,PGC,STICKER,BMW Group Canada,28%,28,100,0,0,0,0,0,0,0,0,0,0,0,139,0
46632325821,PGC,L-MIRROR PRIME K-RS,BMW Group Canada,31.75%,95.25,300,0,0,0,0,0,0,0,0,0,0,0,164,0
46632328029,PGC,HAND PROTECTOR,BMW Group Canada,51.25%,49.46,96.5,0,0,0,0,0,0,0,0,0,0,0,155,0
46632328030,PGC,HAND PROTECTOR,BMW Group Canada,54.24%,52.34,96.5,0,0,0,0,0,0,0,0,0,0,0,137,0
46632328584,PGC,BUSH,BMW Group Canada,60.02%,7.19,11.98,0,0,0,0,0,0,0,0,0,0,0,147,0
46632328839,PGC,BOLT M5X12,BMW Group Canada,60.06%,2.18,3.63,0,0,0,0,0,0,0,0,0,0,0,193,0
46632346294,PGC,Covering right,BMW Group Canada,24%,67.2,280,0,0,0,0,0,0,0,0,0,0,0,87,0
46632347010,PGC,WINDSHIELD,BMW Group Canada,36%,259.2,720,0,0,0,0,0,0,0,0,0,0,0,85,0
46632347259,ALO,LOCK,BMW Group Canada,42.76%,9.19,21.49,0,0,0,0,0,0,0,0,0,0,0,122,0
46632347287,PGC,CABLE LOCK,BMW Group Canada,60%,5.28,8.8,0,0,0,0,0,0,0,0,0,0,0,157,0
46632347301,AWI,COVERING CHROME/WINDSHEIL,BMW Group Canada,81.69%,122.93,150.49,0,0,0,0,0,0,0,0,0,0,0,106,0
46632347302,AWI,COVERING CHROME/WINDSHIEL,BMW Group Canada,81.69%,122.93,150.49,0,0,0,0,0,0,0,0,0,0,0,106,0
46632351519,PGC,FILL.HEAD BOLT,BMW Group Canada,60%,3.15,5.25,0,0,0,0,0,0,0,0,0,0,0,120,0
46632351614,PGC,MIRROR,BMW Group Canada,49.69%,278.26,560,0,0,0,0,0,0,0,0,0,0,0,142,0
46637650485,PGC,O-RING,BMW Group Canada,60%,3.12,5.2,0,0,0,0,0,0,0,0,0,0,0,74,0
46637651019,PGC,"DECORATIVE STRIPS, FAIRIN",BMW Group Canada,38%,81.7,215,0,0,0,0,0,0,0,0,0,0,0,110,0
46637651112,PGC,BUMPER GUARD CHROM,BMW Group Canada,45.32%,120.1,265,0,0,0,0,0,0,0,0,0,0,0,80,0
46637651249,PGC,COVER,BMW Group Canada,40.36%,119.05,295,0,0,0,0,0,0,0,0,0,0,0,69,0
46637652588,PGC,TRIM PANEL RIGHT,BMW Group Canada,31%,159.65,515,0,0,0,0,0,0,0,0,0,0,0,81,0
46637652611,PGC,MIRROR GLASS,BMW Group Canada,60.75%,72.9,120,0,0,0,0,0,0,0,0,0,0,0,97,0
46637652671,PGC,GRID LEFT,BMW Group Canada,44.47%,15.56,34.99,0,0,0,0,0,0,0,0,0,0,0,140,0
46637652684,PGC,COVERING FUEL TANK TIEFSC,BMW Group Canada,81.38%,264.47,325,0,0,0,0,0,0,0,0,0,0,0,186,0
46637652687,PGC,REAR LEFT LATERAL BODY PA,BMW Group Canada,47.68%,140.65,295,0,0,0,0,0,0,0,0,0,0,0,114,0
46637652688,PGC,REAR RIGHT LATERAL BODY P,BMW Group Canada,31%,88.35,285,0,0,0,0,0,0,0,0,0,0,0,120,0
46637653078,PGC,R-SUPPORT,BMW Group Canada,60%,2.28,3.8,0,0,0,0,0,0,0,0,0,0,0,99,0
46637653389,LM,LEVER,BMW Group Canada,41.41%,28.57,68.99,0,0,0,0,0,0,0,0,0,0,0,88,0
46637653390,LM,DREHWELLE,BMW Group Canada,28.22%,45.29,160.49,0,0,0,0,0,0,0,0,0,0,0,144,0
46637653619,PGC,HOUSING BASE,BMW Group Canada,56.57%,34.51,61,0,0,0,0,0,0,0,0,0,0,0,70,0
46637653620,PGC,HOUSING BASE,BMW Group Canada,53.57%,32.68,61,0,0,0,0,0,0,0,0,0,0,0,85,0
46637653731,PGC,SCREW M6X16,BMW Group Canada,60%,2.94,4.9,0,0,0,0,0,0,0,0,0,0,0,85,0
46637653983,PGC,RADIO BOX,BMW Group Canada,88.26%,58.74,66.55,0,0,0,0,0,0,0,0,0,0,0,202,0
46637654363,PGC,L-SIDE WALL,BMW Group Canada,37.58%,458.49,"1,220.00",0,0,0,0,0,0,0,0,0,0,0,161,0
46637655720,PGC,WINDSHIELD,BMW Group Canada,36%,201.6,560,0,0,0,0,0,0,0,0,0,0,0,93,0
46637655838,PGC,HOLDER,BMW Group Canada,64.10%,310.88,485,0,0,0,0,0,0,0,0,0,0,0,140,0
46637655974,PGC,"Lateral trim panel, right",BMW Group Canada,37%,342.25,925,0,0,0,0,0,0,0,0,0,0,0,95,0
46637658359,PGC,BRACKET,BMW Group Canada,89.85%,489.69,545,0,0,0,0,0,0,0,0,0,0,0,202,0
46637659315,PGC,L-PANEL,BMW Group Canada,24%,181.2,755,0,0,0,0,0,0,0,0,0,0,0,117,0
46637659389,PGC,"Headlight cover, primered, FR",BMW Group Canada,37%,38.85,105,0,0,0,0,0,0,0,0,0,0,0,96,0
46637661143,PGC,FRONT SPOILER AQUAMARINE,BMW Group Canada,50.60%,255.55,505,0,0,0,0,0,0,0,0,0,0,0,176,0
46637661199,PGC,L-TRIM PANL NACHTSCHWARZ,BMW Group Canada,37.02%,464.8,"1,255.49",0,0,0,0,0,0,0,0,0,0,0,118,0
46637661494,AOA,STICKER,BMW Group Canada,28.36%,27.93,98.49,0,0,0,0,0,0,0,0,0,0,0,69,0
46637661495,PGC,STICKER SW/SILBER,BMW Group Canada,56.41%,56.41,100,0,0,0,0,0,0,0,0,0,0,0,175,0
46637663115,PGC,WINDSHIELD,BMW Group Canada,71%,383.4,540,0,0,0,0,0,0,0,0,0,0,0,120,0
46637664395,PGC,SPACER LEFT,BMW Group Canada,28%,36.4,130,0,0,0,0,0,0,0,0,0,0,0,77,0
46637664397,PGC,SUPPORTING PLATE LEFT,BMW Group Canada,28%,9.1,32.5,0,0,0,0,0,0,0,0,0,0,0,77,0
46637664398,PGC,SUPPORTING PLATE RIGHT,BMW Group Canada,28%,9.1,32.5,0,0,0,0,0,0,0,0,0,0,0,77,0
46637666253,PGC,"COVER INSERT, LEFT",BMW Group Canada,31%,43.4,140,0,0,0,0,0,0,0,0,0,0,0,73,0
46637670458,AWI,WINDSCREEN,BMW Group Canada,36.10%,150.01,415.49,0,0,0,0,0,0,0,0,0,0,0,204,0
46637670653,PGC,L-COVER INSERT,BMW Group Canada,41.78%,58.49,140,0,0,0,0,0,0,0,0,0,0,0,167,0
46637670886,PGC,R-COVER,BMW Group Canada,54.52%,234.43,430,0,0,0,0,0,0,0,0,0,0,0,196,0
46637673194,LM,R-PANEL,BMW Group Canada,31.06%,164.79,530.49,0,0,0,0,0,0,0,0,0,0,0,140,0
46637673220,PGC,STICKER RIGHT,BMW Group Canada,28%,21.28,76,0,0,0,0,0,0,0,0,0,0,0,79,0
46637673719,AWI,WINDSCREEN-R1200 ST-'05,BMW Group Canada,70.77%,272.82,385.49,0,0,0,0,0,0,0,0,0,0,0,200,0
46637673913,PGC,L-COVER,BMW Group Canada,60%,2.85,4.75,0,0,0,0,0,0,0,0,0,0,0,69,0
46637674015,PGC,UPPER TRIM PANEL,BMW Group Canada,39.16%,225.19,575,0,0,0,0,0,0,0,0,0,0,0,153,0
46637674132,PGC,R-TRIM PANEL,BMW Group Canada,31%,542.5,"1,750.00",0,0,0,0,0,0,0,0,0,0,0,125,0
46637674999,PGC,L-LEG GUARD,BMW Group Canada,28%,141.4,505,0,0,0,0,0,0,0,0,0,0,0,143,0
46637675322,PGC,R-PANEL,BMW Group Canada,31%,458.8,"1,480.00",0,0,0,0,0,0,0,0,0,0,0,128,0
46637676416,PGC,R-COVERING,BMW Group Canada,61.99%,46.18,74.5,0,0,0,0,0,0,0,0,0,0,0,105,0
46637676588,PGC,HOLDER,BMW Group Canada,68.72%,845.21,"1,230.00",0,0,0,0,0,0,0,0,0,0,0,165,0
46637676996,PGC,BUSH,BMW Group Canada,60.02%,5.09,8.48,0,0,0,0,0,0,0,0,0,0,0,91,0
46637677763,PGC,AIR DUCT,BMW Group Canada,64.89%,34.62,53.35,0,0,0,0,0,0,0,0,0,0,0,191,0
46637677779,PGC,L-PLAQUE HOLDER,BMW Group Canada,28%,12.95,46.25,0,0,0,0,0,0,0,0,0,0,0,125,0
46637677913,AWI,WINDSHIELD,BMW Group Canada,82.16%,75.17,91.49,0,0,0,0,0,0,0,0,0,0,0,161,0
46637678909,PGC,INSTRUMENTS COVER,BMW Group Canada,65.77%,43.08,65.5,0,0,0,0,0,0,0,0,0,0,0,84,0
46637678932,PGC,R-GRILL WITH PLAQUE SPORT,BMW Group Canada,28%,25.48,91,0,0,0,0,0,0,0,0,0,0,0,115,0
46637678933,PGC,FAIRING BRACKET,BMW Group Canada,63.26%,306.8,485,0,0,0,0,0,0,0,0,0,0,0,105,0
46637679058,PGC,"R-OIL COOLER COVER,",BMW Group Canada,44.98%,93.78,208.49,0,0,0,0,0,0,0,0,0,0,0,203,0
46637679593,PGC,L-COVER,BMW Group Canada,51.06%,265.52,520,0,0,0,0,0,0,0,0,0,0,0,165,0
46637679594,PGC,R-COVER,BMW Group Canada,51.06%,265.52,520,0,0,0,0,0,0,0,0,0,0,0,166,0
46637680564,PGC,SUCTION TUBE,BMW Group Canada,66.17%,17.29,26.13,0,0,0,0,0,0,0,0,0,0,0,184,0
46637680624,PGC,"SIDE SECTION, GRANITGRAU, MA",BMW Group Canada,31%,204.6,660,0,0,0,0,0,0,0,0,0,0,0,104,0
46637681279,PGC,INSTRUMENT COVER,BMW Group Canada,28%,85.4,305,0,0,0,0,0,0,0,0,0,0,0,106,0
46637681295,PGC,COVERING LEFT,BMW Group Canada,28%,10.5,37.5,0,0,0,0,0,0,0,0,0,0,0,107,0
46637681296,PGC,COVERING RIGHT,BMW Group Canada,28%,10.5,37.5,0,0,0,0,0,0,0,0,0,0,0,107,0
46637681429,PGC,BASE CARRIER,BMW Group Canada,59.01%,280.31,475,0,0,0,0,0,0,0,0,0,0,0,187,0
46637681434,AWI,Windscreen,BMW Group Canada,53.37%,355.19,665.49,0,0,0,0,0,0,0,0,0,0,0,0,0
46637681876,PGC,R-TRIM PANEL,BMW Group Canada,50.42%,272.25,540,0,0,0,0,0,0,0,0,0,0,0,105,0
46637681877,PGC,L-TRIM PANEL,BMW Group Canada,65.65%,321.7,490,0,0,0,0,0,0,0,0,0,0,0,186,0
46637681885,PGC,L-REAR TRIM PANEL,BMW Group Canada,72.02%,237.68,330,0,0,0,0,0,0,0,0,0,0,0,204,0
46637681886,PGC,R-REAR TRIM PANEL,BMW Group Canada,48%,151.2,315,0,0,0,0,0,0,0,0,0,0,0,123,0
46637682519,PGC,L-TRIM PANEL,BMW Group Canada,40.79%,374.02,916.99,0,0,0,0,0,0,0,0,0,0,0,177,0
46637682525,PGC,L-SPOILER,BMW Group Canada,51.05%,377.75,740,0,0,0,0,0,0,0,0,0,0,0,85,0
46637682931,PGC,L-BRACKET,BMW Group Canada,54.51%,57.24,105,0,0,0,0,0,0,0,0,0,0,0,178,0
46637682932,PGC,R-BRACKET,BMW Group Canada,54.51%,57.24,105,0,0,0,0,0,0,0,0,0,0,0,178,0
46637683723,PGC,WINDSCREEN,BMW Group Canada,36%,124.2,345,0,0,0,0,0,0,0,0,0,0,0,96,0
46637683753,PGC,L-TRIM PANEL,BMW Group Canada,46.42%,287.81,620,0,0,0,0,0,0,0,0,0,0,0,141,0
46637683754,PGC,R-TRIM PANEL,BMW Group Canada,28.09%,168.51,600,0,0,0,0,0,0,0,0,0,0,0,158,0
46637683756,PGC,COVERING FUEL TANK,BMW Group Canada,67.61%,216.36,320,0,0,0,0,0,0,0,0,0,0,0,158,0
46637684305,PGC,FRAME,BMW Group Canada,60%,1.98,3.3,0,0,0,0,0,0,0,0,0,0,0,201,0
46637684555,PGC,knee pad left,BMW Group Canada,37%,83.25,225,0,0,0,0,0,0,0,0,0,0,0,107,0
46637684768,PGC,BUSH,BMW Group Canada,60.04%,3.14,5.23,0,0,0,0,0,0,0,0,0,0,0,172,0
46637685014,PGC,R-FRONT PANEL CARRIER,BMW Group Canada,61.50%,332.1,540,0,0,0,0,0,0,0,0,0,0,0,103,0
46637685020,PGC,R-COVERING,BMW Group Canada,66.10%,23.09,34.93,0,0,0,0,0,0,0,0,0,0,0,178,0
46637685027,PGC,COVER WINDSHIELD ADJUSTME,BMW Group Canada,59.69%,45.96,77,0,0,0,0,0,0,0,0,0,0,0,178,0
46637686110,PGC,Lateral trim panel front right,BMW Group Canada,28%,109.2,390,0,0,0,0,0,0,0,0,0,0,0,75,0
46637686381,PGC,L-ARMREST,BMW Group Canada,63.73%,321.83,505,0,0,0,0,0,0,0,0,0,0,0,165,0
46637686542,PGC,BUFFER,BMW Group Canada,41.82%,5.98,14.3,0,0,0,0,0,0,0,0,0,0,0,93,0
46637686650,PGC,R-COVER FRONT,BMW Group Canada,24%,103.2,430,0,0,0,0,0,0,0,0,0,0,0,125,0
46637686677,PGC,L-SWINGING ARM,BMW Group Canada,44.56%,55.7,125,0,0,0,0,0,0,0,0,0,0,0,72,0
46637686683,PGC,CLAMP,BMW Group Canada,60%,6.96,11.6,0,0,0,0,0,0,0,0,0,0,0,135,0
46637686828,PGC,FAIRING BRACKET,BMW Group Canada,43.90%,496.05,"1,130.00",0,0,0,0,0,0,0,0,0,0,0,168,0
46637687110,PGC,R-STICKER,BMW Group Canada,55.11%,43.81,79.5,0,0,0,0,0,0,0,0,0,0,0,129,0
46637687115,AOA,L-STICKER DAKAR,BMW Group Canada,55.13%,105.01,190.49,0,0,0,0,0,0,0,0,0,0,0,172,0
46637687419,PGC,L-COOLER COVER TOP,BMW Group Canada,28%,17.36,62,0,0,0,0,0,0,0,0,0,0,0,134,0
46637687420,PGC,R-COOLER COVER TOP,BMW Group Canada,28%,17.36,62,0,0,0,0,0,0,0,0,0,0,0,125,0
46637687421,PGC,L-COOLER COVER BOTTOM,BMW Group Canada,28%,11.76,42,0,0,0,0,0,0,0,0,0,0,0,134,0
46637687422,PGC,R-COOLER COVER BOTTOM,BMW Group Canada,28%,11.76,42,0,0,0,0,0,0,0,0,0,0,0,125,0
46637687466,PGC,R-LATERAL TRIM,BMW Group Canada,24%,73.2,305,0,0,0,0,0,0,0,0,0,0,0,134,0
46637687855,AWI,L-SUPPORT WINDSHIELD,BMW Group Canada,57.56%,124.03,215.49,0,0,0,0,0,0,0,0,0,0,0,179,0
46637687856,AWI,R-SUPPORT WINDSHIELD,BMW Group Canada,57.56%,124.03,215.49,0,0,0,0,0,0,0,0,0,0,0,179,0
46637687966,PGC,COVER,BMW Group Canada,57.89%,30.39,52.5,0,0,0,0,0,0,0,0,0,0,0,167,0
46637688552,PGC,R-ENGINE SPOILER,BMW Group Canada,46.70%,154.1,330,0,0,0,0,0,0,0,0,0,0,0,203,0
46637688937,PGC,ENGINE SPOILER,BMW Group Canada,24%,244.8,"1,020.00",0,0,0,0,0,0,0,0,0,0,0,131,0
46637690869,PGC,FAN SHROUD,BMW Group Canada,56.65%,31.16,55,0,0,0,0,0,0,0,0,0,0,0,175,0
46637691228,PGC,R-ENGINE SPOILER,BMW Group Canada,50.93%,318.31,625,0,0,0,0,0,0,0,0,0,0,0,167,0
46637692863,PGC,Seat Pad LEFT R1200RTPD,BMW Group Canada,54.90%,145.49,265,0,0,0,0,0,0,0,0,0,0,0,144,0
46637692864,PGC,Seat Pad RIGHT R1200RTPD,BMW Group Canada,54.90%,145.49,265,0,0,0,0,0,0,0,0,0,0,0,144,0
46637693005,PGC,L-COVER FOR MIRROR,BMW Group Canada,52.17%,166.94,320,0,0,0,0,0,0,0,0,0,0,0,168,0
46637693010,PGC,R-COVER FOR MIRROR,BMW Group Canada,31%,97.65,315,0,0,0,0,0,0,0,0,0,0,0,115,0
46637693213,PGC,"Safety Bar Left, R12RT",BMW Group Canada,56.80%,214.28,377.26,0,0,0,0,0,0,0,0,0,0,0,202,0
46637693214,PGC,"Safety Bar Right, R12RT",BMW Group Canada,55.81%,210.53,377.26,0,0,0,0,0,0,0,0,0,0,0,143,0
46637693499USED,AWI,USED R1200GSA WINDSCREEN,BUTLER MAPS INC,100%,25,25,0,0,0,0,0,0,0,0,0,0,0,148,0
46637693705,PGC,LETTERING LEFT,BMW Group Canada,28%,36.4,130,0,0,0,0,0,0,0,0,0,0,0,78,0
46637693706,PGC,LETTERING RIGHT,BMW Group Canada,28%,36.4,130,0,0,0,0,0,0,0,0,0,0,0,78,0
46637694341,PGC,L-SIDE WALL,BMW Group Canada,57.92%,619.73,"1,070.00",0,0,0,0,0,0,0,0,0,0,0,177,0
46637694395,PGC,SUPPORT,BMW Group Canada,49.35%,212.2,430,0,0,0,0,0,0,0,0,0,0,0,111,0
46637694397,PGC,BOLT,BMW Group Canada,52.03%,7.44,14.3,0,0,0,0,0,0,0,0,0,0,0,105,0
46637694534,PGC,R-TRIM PANEL,BMW Group Canada,63.20%,423.42,670,0,0,0,0,0,0,0,0,0,0,0,168,0
46637694858,PGC,BASE CARRIER,BMW Group Canada,59.11%,280.77,475,0,0,0,0,0,0,0,0,0,0,0,179,0
46637694957,PGC,TANK SAFETY BAR,BMW Group Canada,61.88%,700.99,"1,132.90",0,0,0,0,0,0,0,0,0,0,0,165,0
46637694960,PGC,R-ENGINE PROTECTION BAR,BMW Group Canada,57.13%,281.42,492.57,0,0,0,0,0,0,0,0,0,0,0,165,0
46637694961,PGC,ENGINE ROLL-BAR CENTRE,BMW Group Canada,69.82%,343.89,492.57,0,0,0,0,0,0,0,0,0,0,0,165,0
46637694967,PGC,L-LATERAL TRIM PANEL,BMW Group Canada,28%,40.6,145,0,0,0,0,0,0,0,0,0,0,0,122,0
46637694968,PGC,R-LATERAL TRIM PANEL,BMW Group Canada,53.83%,78.06,145,0,0,0,0,0,0,0,0,0,0,0,165,0
46637696762,PGC,R-LATERAL TRIM,BMW Group Canada,71.58%,354.34,495,0,0,0,0,0,0,0,0,0,0,0,158,0
46637696820,PGC,Tail panel G650 X/C,BMW Group Canada,25.88%,32.35,125,0,0,0,0,0,0,0,0,0,0,0,180,0
46637697209,AWI,windscreen-sport-R1200R,BMW Group Canada,30.79%,81.75,265.49,0,0,0,0,0,0,0,0,0,0,0,168,0
46637697212,PGC,SUPPORT,BMW Group Canada,50.02%,11.42,22.83,0,0,0,0,0,0,0,0,0,0,0,180,0
46637697713,AL1,HeadLight Guard HP2 Enduro,BMW Group Canada,92.82%,496.57,534.99,0,0,0,0,0,0,0,0,0,0,0,161,0
46637697939,PGC,Cover for mirror left,BMW Group Canada,54.34%,173.9,320,0,0,0,0,0,0,0,0,0,0,0,183,0
46637698239,PGC,Side panel left r1200gsa white,BMW Group Canada,40.90%,222.92,545,0,0,0,0,0,0,0,0,0,0,0,158,0
46637698575,PGC,L-BRACKET,BMW Group Canada,39.91%,4.39,11,0,0,0,0,0,0,0,0,0,0,0,156,0
46637700876,PGC,LATERAL TRIM PANEL RIGHT,BMW Group Canada,43.96%,81.54,185.49,0,0,0,0,0,0,0,0,0,0,0,105,0
46637700885,PGC,"SIDE COVER, LEFT",BMW Group Canada,24%,17.16,71.5,0,0,0,0,0,0,0,0,0,0,0,106,0
46637701516,PGC,G450X Plastic R Side Panel WHT,BMW Group Canada,47.15%,45.5,96.5,0,0,0,0,0,0,0,0,0,0,0,170,0
46637701523,PGC,G450X Plastic L # Plate WHT,BMW Group Canada,58.53%,31.02,53,0,0,0,0,0,0,0,0,0,0,0,169,0
46637701539,PGC,L-SWINGING ARM,BMW Group Canada,56.39%,87.4,155,0,0,0,0,0,0,0,0,0,0,0,178,0
46637701553,PGC,R1200R-trim piece-left,BMW Group Canada,28.45%,26.88,94.49,0,0,0,0,0,0,0,0,0,0,0,195,0
46637701554,PGC,trim panel-R1200R-right,BMW Group Canada,28.45%,26.88,94.49,0,0,0,0,0,0,0,0,0,0,0,195,0
1409830701,PGC,OWNERS HANDBOOK 310GS 2021,BMW Group Canada,32.99%,15.58,47.22,0,0,0,0,0,0,1,1,1,1,1,19,0
46637702712,PGC,SUPPORT,BMW Group Canada,4.97%,14.65,295,0,0,0,0,0,0,0,0,0,0,0,104,0
46637703237,PGC,Trim panel left,BMW Group Canada,31%,396.8,"1,280.00",0,0,0,0,0,0,0,0,0,0,0,107,0
46637703853,AWI,L-WIND DEFLECT,BMW Group Canada,44.51%,22.25,49.99,0,0,0,0,0,0,0,0,0,0,0,158,0
46637704129,PGC,panel-R1200R-left,BMW Group Canada,43.16%,127.31,295,0,0,0,0,0,0,0,0,0,0,0,195,0
46637704363,PGC,COVERING CENTER,BMW Group Canada,34.55%,8.93,25.85,0,0,0,0,0,0,0,0,0,0,0,86,0
46637704443,PGC,L-HOLDING STRAP,BMW Group Canada,62.13%,21.36,34.38,0,0,0,0,0,0,0,0,0,0,0,134,0
46637706633,PGC,COVER F HANDLEBAR,BMW Group Canada,32.00%,12.83,40.1,0,0,0,0,0,0,0,0,0,0,0,93,0
46637707222,PGC,LOCK.DISC,BMW Group Canada,34.56%,6.94,20.08,0,0,0,0,0,0,0,0,0,0,0,112,0
46637707501,PGC,THREADED BOLT,BMW Group Canada,41.87%,3.99,9.53,0,0,0,0,0,0,0,0,0,0,0,84,0
46637708065,PGC,F800GS Exhaust cover,BMW Group Canada,52.28%,18.26,34.93,0,0,0,0,0,0,0,0,0,0,0,70,0
46637709434,PGC,COLLAR BUSH,BMW Group Canada,60%,1.86,3.1,0,0,0,0,0,0,0,0,0,0,0,134,0
46637709435,PGC,GROMMET,BMW Group Canada,60.07%,1.79,2.98,0,0,0,0,0,0,0,0,0,0,0,84,0
46637710443,PGC,INTERIOR TRIM,BMW Group Canada,28%,24.22,86.5,0,0,0,0,0,0,0,0,0,0,0,69,0
46637710447,PGC,RAD Shroud K1600GT,BMW Group Canada,54.19%,49.04,90.5,0,0,0,0,0,0,0,0,0,0,0,145,0
46637710905,PGC,Covering Left,BMW Group Canada,41.40%,14.28,34.49,0,0,0,0,0,0,0,0,0,0,0,134,0
46637712453,PGC,L-LATERAL PART,BMW Group Canada,46.80%,187.18,400,0,0,0,0,0,0,0,0,0,0,0,156,0
46637712471,PGC,L-LETTERING F650GS,BMW Group Canada,28%,23.52,84,0,0,0,0,0,0,0,0,0,0,0,120,0
46637712477,AEL,L-LATERAL TRIM,BMW Group Canada,31.05%,205.09,660.49,0,0,0,0,0,0,0,0,0,0,0,136,0
46637712478,PGC,R-LATERAL TRIM,BMW Group Canada,37.05%,220.64,595.49,0,0,0,0,0,0,0,0,0,0,0,88,0
46637712482,PGC,R-LATERAL TRIM,BMW Group Canada,47.21%,328.14,695,0,0,0,0,0,0,0,0,0,0,0,155,0
46637712854,PGC,LETTERING,BMW Group Canada,28%,28,100,0,0,0,0,0,0,0,0,0,0,0,133,0
46637713047,PGC,L-LATERAL TRIM,BMW Group Canada,24%,232.8,970,0,0,0,0,0,0,0,0,0,0,0,131,0
46637713048,PGC,Right lateral trim,BMW Group Canada,61.09%,726.95,"1,190.00",0,0,0,0,0,0,0,0,0,0,0,132,0
46637713049,PGC,Mega Moto Trim Panel R,BMW Group Canada,34.90%,52.35,150,0,0,0,0,0,0,0,0,0,0,0,116,0
46637713050,PGC,Mega Moto Trim panel L,BMW Group Canada,34.90%,52.35,150,0,0,0,0,0,0,0,0,0,0,0,131,0
46637714075,PGC,L-LETTERING,BMW Group Canada,61.47%,52.56,85.5,0,0,0,0,0,0,0,0,0,0,0,105,0
46637714076,PGC,R-LETTERING,BMW Group Canada,60.77%,51.96,85.5,0,0,0,0,0,0,0,0,0,0,0,170,0
46637715921,PGC,HOLDER,BMW Group Canada,24%,30,125,0,0,0,0,0,0,0,0,0,0,0,129,0
46637717153,PGC,Bracket handguards left,BMW Group Canada,28%,16.52,59,0,0,0,0,0,0,0,0,0,0,0,76,0
46637717190,PGC,"Side trim, upper left",BMW Group Canada,28%,140,500,0,0,0,0,0,0,0,0,0,0,0,75,0
46637717924,PGC,TRIM PANEL UPPER PART,BMW Group Canada,24%,324,"1,350.00",0,0,0,0,0,0,0,0,0,0,0,98,0
46637719040,PGC,R-ENGINE SPOILER,BMW Group Canada,24%,196.8,820,0,0,0,0,0,0,0,0,0,0,0,86,0
46637719181,PGC,TRIM PANEL UPPER PART,BMW Group Canada,28%,308,"1,100.00",0,0,0,0,0,0,0,0,0,1,1,58,0
46637719189,PGC,L-SIDE WALL,BMW Group Canada,24%,231.6,965,0,0,0,0,0,0,0,0,0,0,1,63,0
46637719195,PGC,L-PLAQUE HOLDER,BMW Group Canada,24%,43.2,180,0,0,0,0,0,0,0,0,0,0,1,63,0
